#[[Fit Statistics]]
#    # function evals   = 31
#    # data points      = 494
#    # variables        = 6
#    chi-square         = 667.388
#    reduced chi-square = 1.368
#    Akaike info crit   = 160.613
#    Bayesian info crit = 185.828
#[[Variables]]
#    R:           62.5306 (fixed)
#    dshell:      18.3000000 +/- 0.068788 (0.38%) (init= 18.54)
#    SLDcore:     6.069e-06 (fixed)
#    SLDshell:    2.7840e-06 +/- 1.75e-08 (0.63%) (init= 2.768e-06)
#    SLDmatrix:   5.664e-06 (fixed)
#    sigR:        0.0942 (fixed)
#    sigdshell:   0 (fixed)
#    dth_sa:      0.00115702 +/- 5.73e-05 (4.95%) (init= 0.001155)
#    dth_la:      0.00159000 +/- 2.06e-05 (1.30%) (init= 0.001585)
#    i0:          0.61800000 +/- 0.007852 (1.27%) (init= 0.59)
#    bg:          0.01638000 +/- 0.000157 (0.96%) (init= 0.01458)
#[[Correlations]] (unreported correlations are <  0.100)
#    C(SLDshell, i0)              =  0.724 
#    C(SLDshell, dth_la)          =  0.624 
#    C(i0, bg)                    = -0.463 
#    C(dshell, SLDshell)          =  0.456 
#    C(dshell, bg)                =  0.446 
#    C(dth_la, i0)                =  0.370 
#    C(dshell, dth_la)            =  0.361 
#    C(SLDshell, dth_sa)          =  0.306 
#    C(dshell, i0)                = -0.279 
#    C(dth_sa, dth_la)            =  0.242 
#    C(dshell, dth_sa)            =  0.202 
#    C(dth_sa, i0)                =  0.159 #z / nm 	 SLD / 1e-6 A-2
5.3355704698	5.91773340528
5.43624161074	5.84352654698
5.53691275168	5.74604436292
5.63758389262	5.62330091505
5.73825503356	5.47484350961
5.8389261745	5.30201714625
5.93959731544	5.10799650387
6.04026845638	4.8975821078
6.14093959732	4.67678787163
6.24161073826	4.45229977153
6.34228187919	4.23090356226
6.44295302013	4.01897998252
6.54362416107	3.82214450078
6.64429530201	3.64507146946
6.74496644295	3.49149812056
6.84563758389	3.36436218868
6.94630872483	3.26599783345
7.04697986577	3.19830536939
7.14765100671	3.16282410869
7.24832214765	3.16067126546
7.34899328859	3.19235422643
7.44966442953	3.25750611048
7.55033557047	3.35462270425
7.65100671141	3.48088465846
7.75167785235	3.63213110478
7.85234899329	3.80301543239
7.95302013423	3.98733193556
8.05369127517	4.17846483144
8.15436241611	4.36988799029
8.25503355705	4.55563859169
8.35570469799	4.73069957804
8.45637583893	4.89124884777
8.55704697987	5.03476051811
8.65771812081	5.15996880376
8.75838926174	5.26672327204
8.85906040268	5.35577369395
8.95973154362	5.42852367351
9.06040268456	5.48678686426
9.1610738255	5.53257048593
9.26174496644	5.56790072785
9.36241610738	5.594695409
9.46308724832	5.61468214915
9.56375838926	5.62935570111
9.6644295302	5.63996583948
9.76510067114	5.64752680379
9.86577181208	5.65284014636
9.96644295302	5.65652435555
10.067114094	5.65904636059
10.1677852349	5.66075166125
10.2684563758	5.66189119413
10.3691275168	5.66264408366
10.4697986577	5.66313613722
10.5704697987	5.66345438073
10.6711409396	5.66365815707
10.7718120805	5.66378738846
10.8724832215	5.66386859066
10.9731543624	5.6639191646
11.0738255034	5.66395039487
11.1744966443	5.66396952215
11.2751677852	5.663981145
11.3758389262	5.66398815446
11.4765100671	5.66399235107
11.5771812081	5.6639948461
11.677852349	5.66399631955
11.7785234899	5.6639971841
11.8791946309	5.66399768825
11.9798657718	5.66399798047
12.0805369128	5.66399814888
12.1812080537	5.66399824541
12.2818791946	5.66399830046
12.3825503356	5.66399833167
12.4832214765	5.66399835315
12.5838926174	5.66399835852
12.6845637584	5.66399836528
12.7852348993	5.66399836665
12.8859060403	5.66399836665
12.9865771812	5.66399836665
13.0872483221	5.66399836665
13.1879194631	5.66399836665
13.288590604	5.66399836665
13.389261745	5.66399836665
13.4899328859	5.66399836665
13.5906040268	5.66399836665
13.6912751678	5.66399836665
13.7919463087	5.66399836665
13.8926174497	5.66399836665
13.9932885906	5.66399836665
14.0939597315	5.66399836665
14.1946308725	5.66399836665
14.2953020134	5.66399836665
14.3959731544	5.66399836665
14.4966442953	5.66399836665
14.5973154362	5.66399836665
14.6979865772	5.66399836665
14.7986577181	5.66399836665
14.8993288591	5.66399836665
15.0	5.66399836665
